"nrkunna","gaedi","pref_stad","as_timi","staerd","greidslugeta"
"627",1.946,"Laugarneshverfi/Vogar","6",156,210150
"628",2.646,"Grafarvogur","34",68,129810
"629",3.712,"Árbær","6",91,120966
"630",3.796,"Háaleiti","34",100,124173
"631",2.548,"Garðabær","10",129,135243
"632",3.219,"Miðbær","31",82,120099
"633",2.549,"Árbær","14",50,157107
"634",3.877,"Mosfellsbær","15",56,184088
"635",3.029,"Háaleiti","25",40,133353
"636",2.938,"Grafarholt","27",105,125278
"637",2.929,"Hafnarfjörður","21",48,153651
"638",2.665,"Seltjarnanes","10",113,150287
"639",3.751,"Háaleiti","15",147,182218
"640",4.544,"x","21",81,128208
"641",2.939,"Háaleiti","23",125,153527
"642",2.956,"Hlíðar","22",102,179256
"643",2.775,"Hafnarfjörður","18",151,121314
"644",3.673,"Hafnarfjörður","22",114,133371
"645",2.941,"Breiðholt","10",78,186615
"646",2.41,"Garðabær","19",125,171014
"647",4.776,"Mosfellsbær","19",91,150619
"648",3.222,"Grafarvogur","31",109,131279
"649",3.485,"Breiðholt","10",53,128944
"650",2.899,"Laugarneshverfi/Vogar","21",102,166322
"651",2.315,"Garðabær","14",96,177669
"652",2.384,"x","23",68,171422
"653",2.684,"Garðabær","12",66,145208
"654",2.153,"Garðabær","21",100,188250
"655",2.804,"Miðbær","25",93,127567
"656",4.006,"Gerðin","17",110,182024
"657",2.15,"Kópavogur","21",91,149787
"658",3.029,"Hafnarfjörður","9",250,311806
"659",2.643,"Kópavogur","x",161,124332
"660",3.023,"Mosfellsbær","10",97,122887
"661",3.302,"Garðabær","18",75,125915
"662",2.17,"Árbær","15",86,155120
"663",3.057,"Mosfellsbær","17",128,160179
"664",3.815,"Laugarneshverfi/Vogar","14",147,184680
"665",3.332,"Hlíðar","3",119,139905
"666",3.401,"Fossvogur","14",140,172027
"667",2.309,"Gerðin","7",73,111586
"668",2.951,"Breiðholt","11",75,214724
"669",3.306,"Miðbær","10",74,212455
"670",2.316,"Vesturbær","17",86,185270
"671",3.046,"Fossvogur","16",104,127250
"672",3.077,"Vesturbær","8",97,145361
"673",2.772,"Háaleiti","24",103,137198
"674",2.401,"Breiðholt","18",117,126212
"675",3.743,"Vesturbær","24",111,135028
"676",3.042,"Gerðin","23",87,133051
"677",3.131,"Gerðin","4",101,122367
"678",2.372,"Mosfellsbær","16",78,160846
"679",2.971,"Háaleiti","18",70,127222
"680",2.217,"x","22",106,131478
"681",2.637,"Hafnarfjörður","30",134,143758
"682",2.169,"Garðabær","33",104,137264
"683",4.246,"Kópavogur","20",120,182270
"684",3.343,"Laugarneshverfi/Vogar","32",125,148111
"685",2.984,"Kópavogur","22",73,155028
"686",2.607,"Árbær","15",106,199205
"687",2.272,"Háaleiti","21",183,141614
"688",3.089,"Hlíðar","6",93,140097
"689",2.667,"Hlíðar","34",136,140443
"690",3.016,"Miðbær","30",125,144472
"691",3.379,"Mosfellsbær","x",32,141757
"692",2.686,"Hlíðar","20",100,129208
"693",3.532,"Grafarvogur","22",125,158911
"694",3.391,"Laugarneshverfi/Vogar","22",108,129094
"695",3.485,"Breiðholt","8",47,209524
"696",1.729,"Grafarholt","10",133,133072
"697",2.124,"Hafnarfjörður","15",102,192393
"698",3.949,"Gerðin","18",55,164993
"699",2.818,"Árbær","15",111,185123
"700",3.204,"Seltjarnanes","17",78,162954
"701",3.174,"Árbær","10",100,129183
"702",2.656,"Miðbær","16",98,195533
"703",2.891,"Hafnarfjörður","19",82,145695
"704",3.239,"Háaleiti","15",92,129634
"705",2.721,"Breiðholt","21",84,153234
"706",2.931,"Háaleiti","15",83,149161
"707",3.199,"Laugarneshverfi/Vogar","3",130,143859
"708",3.46,"Mosfellsbær","32",102,124642
"709",3.118,"Garðabær","24",82,138771
"710",4.166,"Laugarneshverfi/Vogar","4",150,245135
"711",2.686,"Seltjarnanes","19",92,134279
"712",3.229,"Grafarvogur","x",74,128641
"713",3.137,"Laugarneshverfi/Vogar","23",138,172617
"714",2.423,"Miðbær","10",77,149161
"715",1.949,"Árbær","x",102,124100
"716",2.301,"Árbær","x",165,133120
"717",3.076,"Grafarholt","27",54,146363
"718",2.801,"Miðbær","14",109,121825
"719",3.248,"Grafarvogur","34",111,135221
"720",3.024,"Seltjarnanes","30",95,148882
"721",2.398,"Kópavogur","31",114,131052
"722",4.215,"x","33",62,134568
"723",3.793,"Miðbær","8",54,231988
"724",2.581,"Hlíðar","24",92,146787
"725",2.496,"Háaleiti","23",213,167795
"726",3.689,"Grafarvogur","14",93,141595
"727",2.805,"x","24",104,188025
"728",2.202,"Laugarneshverfi/Vogar","23",171,137662
"729",2.299,"Gerðin","16",36,77862
"730",2.946,"x","7",120,124178
"731",2.313,"Hafnarfjörður","3",93,147441
"732",3.391,"Miðbær","34",82,121735
"733",2.959,"Fossvogur","16",116,145516
"734",2.684,"Miðbær","16",83,128513
"735",3.682,"Fossvogur","25",58,188419
"736",3.135,"Breiðholt","5",93,241249
"737",3.114,"Hafnarfjörður","20",102,141813
"738",2.398,"Grafarvogur","5",133,223391
"739",1.737,"Laugarneshverfi/Vogar","33",172,127446
"740",2.943,"x","21",93,159779
"741",2.691,"Grafarholt","x",128,148491
"742",2.127,"x","26",75,141765
"743",2.614,"Mosfellsbær","6",116,201713
"744",2.95,"Miðbær","9",97,134354
"745",3.063,"Árbær","29",102,129130
"746",2.636,"x","8",93,131791
"747",2.826,"Árbær","25",96,167892
"748",2.923,"Vesturbær","23",84,152775
"749",3.375,"Grafarholt","23",136,162098
"750",2.583,"Miðbær","4",151,123868
"751",2.835,"Háaleiti","20",77,156147
"752",4.198,"x","16",101,165594
"753",3.964,"Garðabær","20",102,126593
"754",2.989,"Kópavogur","13",125,129860
"755",2.911,"Breiðholt","7",103,206990
"756",3.031,"Garðabær","21",92,172758
"757",3.769,"Háaleiti","20",50,170688
"758",2.46,"Garðabær","18",215,183737
"759",3.075,"Vesturbær","35",104,129706
"760",2.513,"Breiðholt","26",100,135910
"761",3.39,"Garðabær","6",124,144715
"762",2.842,"Vesturbær","11",72,203168
"763",2.251,"Breiðholt","19",94,151944
"764",2.848,"Breiðholt","9",103,132393
"765",2.094,"Garðabær","5",59,138326
"766",2.809,"Hlíðar","21",94,131067
"767",3.07,"Hafnarfjörður","14",139,160665
"768",2.72,"Gerðin","14",106,120205
"769",2.206,"Laugarneshverfi/Vogar","4",53,145881
"770",3.727,"Hlíðar","15",165,192784
"771",3.355,"Seltjarnanes","7",73,121082
"772",2.926,"Hafnarfjörður","29",112,146632
"773",2.036,"Árbær","15",220,184048
"774",2.22,"Gerðin","6",112,204812
"775",3.484,"Laugarneshverfi/Vogar","12",116,147467
"776",3.225,"Miðbær","19",57,171398
"777",3.088,"Laugarneshverfi/Vogar","11",92,130681
"778",3.002,"x","6",106,126844
"779",2.632,"Grafarvogur","28",53,128269
"780",3.193,"Gerðin","18",105,130517
"781",3.147,"Breiðholt","14",135,159360
"782",2.754,"x","17",83,141713
"783",2.327,"Miðbær","35",120,132819
"784",1.7,"Grafarholt","15",107,166564
"785",3.464,"Hafnarfjörður","18",157,185643
"786",4.45,"Hlíðar","20",100,157167
"787",3.478,"Árbær","9",69,123018
"788",2.804,"Garðabær","7",59,200654
"789",3.521,"Grafarholt","x",87,132188
"790",3.224,"Vesturbær","x",88,131562
"791",2.765,"Grafarvogur","13",148,156452
"792",3.605,"Vesturbær","17",108,129595
"793",3.14,"Grafarholt","19",127,154734
"794",3.352,"Kópavogur","7",74,213968
"795",3.159,"Hafnarfjörður","11",64,227355
"796",4.392,"Gerðin","28",88,139052
"797",2.99,"Laugarneshverfi/Vogar","31",138,125782
"798",2.655,"Garðabær","6",66,121443
"799",3.797,"Garðabær","18",97,153121
"800",2.175,"Vesturbær","33",84,122576
"801",2.322,"Kópavogur","11",113,168848
"802",2.943,"Hlíðar","26",78,137830
"803",3.037,"Kópavogur","20",122,155508
"804",2.929,"Vesturbær","25",86,151185
"805",2.229,"Mosfellsbær","19",189,152963
"806",2.871,"Kópavogur","4",123,129102
"807",4.001,"Garðabær","25",43,132144
"808",3.029,"Fossvogur","4",243,275500
"809",2.807,"Hafnarfjörður","24",86,126378
"810",2.495,"Grafarholt","11",252,203920
"811",2.522,"Grafarvogur","25",62,124417
"812",2.85,"Gerðin","x",86,137579
"813",3.643,"Miðbær","17",82,120483
"814",3.159,"Laugarneshverfi/Vogar","18",101,125902
"815",2.744,"Miðbær","20",186,161433
"816",2.182,"Gerðin","9",83,148453
"817",3.276,"Gerðin","5",95,122358
"818",2.861,"x","12",136,129514
"819",3.433,"Laugarneshverfi/Vogar","14",87,173031
"820",4.083,"x","14",93,154260
"821",1.633,"Miðbær","7",66,106247
"822",1.629,"Miðbær","14",117,162071
"823",3.807,"Grafarvogur","9",83,133535
"824",2.717,"Hafnarfjörður","28",185,146441
"825",2.856,"Fossvogur","10",47,208177
"826",2.552,"Árbær","27",170,136210
"827",3.18,"Grafarholt","13",124,139953
"828",3.395,"Breiðholt","22",77,139006
"829",3.348,"Háaleiti","11",74,191455
"830",2.766,"Vesturbær","23",80,172345
"831",3.777,"Vesturbær","x",122,144674
"832",2.094,"Grafarholt","26",50,87530
"833",2.609,"x","11",102,201611
"834",2.865,"Grafarholt","17",222,175530
"835",3.417,"Mosfellsbær","12",149,180190
"836",3.91,"Laugarneshverfi/Vogar","9",122,147331
"837",2.918,"Breiðholt","18",72,159817
"838",3.304,"Hafnarfjörður","8",114,128201
"839",3.591,"Miðbær","19",149,181270
"840",2.952,"Grafarvogur","4",192,142044
"841",3.353,"Gerðin","11",227,266736
"842",3.295,"Grafarvogur","26",54,147158
"843",2.391,"Miðbær","28",84,132664
"844",2.02,"Laugarneshverfi/Vogar","35",149,120781
"845",2.228,"Breiðholt","21",102,188909
"846",2.38,"x","19",84,179070
"847",1.905,"Hafnarfjörður","19",74,106751
"848",2.865,"Kópavogur","14",102,175781
"849",3.379,"Hlíðar","19",96,152072
"850",4.206,"x","31",51,132172
"851",2.157,"Hafnarfjörður","x",120,122517
"852",2.491,"Hlíðar","19",152,123540
"853",3.602,"Mosfellsbær","11",265,316053
"854",3.946,"Garðabær","8",166,206310
"855",2.288,"Árbær","27",65,127021
"856",3.521,"Breiðholt","x",46,129630
"857",2.158,"Grafarvogur","20",117,194112
"858",3.388,"Garðabær","8",102,129086
"859",2.522,"x","29",81,148076
"860",1.842,"Hlíðar","17",86,165909
"861",3.284,"Árbær","9",180,231333
"862",2.548,"Grafarholt","15",86,125388
"863",2.322,"Mosfellsbær","16",61,191678
"864",2.538,"Fossvogur","35",130,130092
"865",3.214,"Hlíðar","17",81,191362
"866",3.631,"Háaleiti","24",75,123972
"867",3.872,"Vesturbær","9",125,146965
"868",2.741,"Fossvogur","14",94,168014
"869",3.319,"Grafarvogur","21",62,150443
"870",3.021,"Árbær","17",78,158879
"871",3.249,"Laugarneshverfi/Vogar","24",76,194849
"872",2.882,"Grafarvogur","22",53,180046
"873",3.163,"Garðabær","26",114,135264
"874",3.143,"Garðabær","24",78,185829
"875",3.491,"x","22",82,134655
"876",1.968,"Hafnarfjörður","14",90,189405
"877",3.414,"Grafarholt","18",130,151456
"878",3.927,"Mosfellsbær","19",156,193358
"879",2.154,"Grafarvogur","16",117,141122
"880",3.778,"Mosfellsbær","22",95,125234
"881",2.35,"Kópavogur","26",61,120720
"882",2.592,"Fossvogur","11",263,205049
"883",1.712,"Mosfellsbær","13",154,125155
"884",2.627,"Laugarneshverfi/Vogar","18",68,156540
"885",2.898,"Kópavogur","9",239,200095
"886",3.981,"Miðbær","12",82,218255
"887",2.999,"Seltjarnanes","8",108,204244
"888",2.448,"Vesturbær","20",77,130542
"889",1.374,"Laugarneshverfi/Vogar","14",83,156036
"890",3.009,"Gerðin","11",56,143999
"891",2.529,"Hlíðar","22",107,150001
"892",2.253,"Árbær","15",141,154448
"893",3.398,"Mosfellsbær","7",96,136163
"894",2.661,"Miðbær","10",101,210905
"895",2.229,"Breiðholt","x",109,130556
"896",3.528,"Fossvogur","21",158,188133
"897",2.791,"Fossvogur","13",88,127879
"898",3.98,"Fossvogur","7",119,147356
"899",3.359,"Háaleiti","33",101,120520
"900",3.267,"Breiðholt","12",147,174965
"901",3.256,"Mosfellsbær","19",94,155335
"902",4.031,"Garðabær","21",55,121747
"903",2.419,"Laugarneshverfi/Vogar","19",179,154076
"904",3.378,"Háaleiti","22",153,186168
"905",3.262,"Breiðholt","14",61,156780
"906",3.285,"Breiðholt","14",39,175560
"907",3.156,"Hlíðar","19",81,153046
"908",2.862,"Hafnarfjörður","11",65,145335
"909",3.516,"Kópavogur","17",158,178191
"910",2.809,"Laugarneshverfi/Vogar","24",110,135420
"911",2.353,"Kópavogur","22",97,158530
"912",3.219,"Grafarholt","23",102,122609
"913",2.314,"Laugarneshverfi/Vogar","29",117,126222
"914",2.82,"Háaleiti","16",165,128297
"915",2.617,"Hlíðar","19",65,192404
"916",3.22,"Seltjarnanes","19",106,130063
"917",2.01,"Grafarholt","22",77,156514
"918",3.18,"Garðabær","6",272,333373
"919",3.003,"Mosfellsbær","22",101,122545
"920",2.602,"Kópavogur","32",117,125245
"921",2.872,"Gerðin","28",52,82767
"922",2.826,"x","22",93,121192
"923",3.734,"Seltjarnanes","12",181,228596
"924",2.365,"Grafarvogur","24",73,196506
"925",2.99,"Breiðholt","10",106,237779
"926",3.011,"Grafarvogur","12",205,242834
"927",2.765,"Seltjarnanes","14",234,199985
"928",3.298,"Laugarneshverfi/Vogar","30",76,142755
"929",3.772,"x","21",88,141999
"930",3.239,"Vesturbær","18",66,133794
"931",2.738,"x","21",84,140473
"932",2.59,"Háaleiti","25",90,164197
"933",2.515,"Árbær","8",64,143778
"934",2.566,"Hlíðar","12",64,225538
"935",2.946,"Háaleiti","x",142,141329
"936",2.851,"Mosfellsbær","x",45,134196
"937",2.023,"Árbær","9",156,129550
"938",2.851,"Breiðholt","25",155,123140
"939",3.055,"Hlíðar","3",87,139080
"940",2.805,"Seltjarnanes","17",79,154639
"941",2.595,"Kópavogur","31",119,127611
"942",3.268,"Árbær","11",214,250608
"943",3.329,"Grafarvogur","25",119,143619
"944",2.76,"x","14",100,153572
"945",3.171,"Hafnarfjörður","20",76,188656
"946",3.147,"Laugarneshverfi/Vogar","17",113,128334
"947",4.179,"Hafnarfjörður","x",89,143822
"948",2.937,"Breiðholt","8",302,233276
"949",3.442,"Laugarneshverfi/Vogar","8",73,149301
"950",3.848,"Hafnarfjörður","14",74,161927
"951",2.818,"Kópavogur","16",184,150280
"952",2.702,"Vesturbær","7",85,220557
"953",2.567,"Árbær","12",50,120090
"954",2.942,"Grafarholt","22",149,137635
"955",2.557,"Laugarneshverfi/Vogar","10",302,256760
"956",2.905,"Grafarholt","11",113,141512
"957",2.9,"Mosfellsbær","17",78,174981
"958",2.854,"Hafnarfjörður","10",81,147081
"959",2.669,"Árbær","10",92,142766
"960",3.487,"x","15",133,157261
"961",4.027,"Miðbær","5",185,286382
"962",3.753,"Háaleiti","6",68,209622
"963",3.067,"Grafarvogur","19",167,189878
"964",2.804,"Breiðholt","4",86,124836
"965",3.127,"Grafarvogur","20",78,181826
"966",2.944,"Gerðin","25",93,129123
"967",2.679,"Hlíðar","20",90,163473
"968",2.744,"Hlíðar","15",78,167747
"969",2.892,"Árbær","5",284,226907
"970",2.389,"Grafarholt","18",71,159062
"971",3.138,"Miðbær","x",84,138166
"972",2.589,"x","19",74,136880
"973",2.083,"Breiðholt","11",66,155582
"974",3.067,"Seltjarnanes","25",160,197303
"975",2.249,"Gerðin","17",102,143795
"976",2.811,"Grafarvogur","17",96,150465
"977",2.823,"Árbær","19",128,133003
"978",3.405,"Garðabær","18",80,141428
"979",2.626,"Garðabær","12",142,211681
"980",3.667,"Gerðin","12",116,135423
"981",3.645,"Garðabær","6",68,135765
"982",3.3,"Háaleiti","20",150,186714
"983",2.797,"Vesturbær","3",146,124973
"984",2.841,"Garðabær","12",89,134954
"985",3.213,"Laugarneshverfi/Vogar","7",174,203223
"986",3.242,"Háaleiti","20",48,157337
"987",3.087,"Laugarneshverfi/Vogar","13",107,125713
"988",3.359,"Árbær","11",91,144920
"989",2.742,"Árbær","22",144,122464
"990",3.455,"Breiðholt","24",109,134663
"991",2.973,"Gerðin","18",76,162497
"992",3.143,"Vesturbær","19",126,149970
"993",3.393,"Garðabær","19",60,159465
"994",2.227,"Grafarholt","10",71,125838
"995",1.913,"Háaleiti","31",83,80079
"996",3.952,"Kópavogur","24",104,124770
"997",3.904,"Seltjarnanes","9",82,214339
"998",3.575,"Laugarneshverfi/Vogar","17",75,128628
"999",3.606,"Garðabær","33",98,131932
"1000",2.934,"Vesturbær","x",130,122540
